trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
31,False,"{'a': 0.5, 'e': 0.019009156082621454}",20,4,12.327268739980104,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
32,False,"{'a': 0.5, 'e': 0.01672805735270688}",30,21,8.166848109888521,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
33,False,"{'a': 0.5, 'e': 0.014720690470382053}",25,10,-11.7100954866238,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
34,False,"{'a': 0.5, 'e': 0.012954207613936206}",30,20,-5.706289125753451,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
35,False,"{'a': 0.5, 'e': 0.011399702700263862}",20,0,-21.03172987693356,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
36,False,"{'a': 0.5, 'e': 0.010031738376232198}",25,11,0.3307025311290255,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
37,False,"{'a': 0.5, 'e': 0.008827929771084335}",25,4,-12.645678449096547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",20,0,-27.301014526025554,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",0
2,True,"{'a': 0, 'e': 0}",20,6,22.723872653887675,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",30,0,23.093582980881287,"{0: 28, 1: 1, 2: 1, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,12,23.608883483437012,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,9,17.002062363740013,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,0,0.21345961753953913,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",25,7,1.2792439638303799,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",25,6,23.276272114969835,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,4,-3.4542133428617614,"{0: 15, 1: 0, 2: 0, 3: 1, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",25,0,-2.8746098067979347,"{0: 22, 1: 1, 2: 1, 3: 1, 4: 0}",0
