trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
184,False,"{'a': 0.6, 'e': 0.02429953301224014}",25,13,12.733833412420969,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
185,False,"{'a': 0.6, 'e': 0.02381354235199534}",25,12,-61.394863489822015,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 2}",1
186,False,"{'a': 0.6, 'e': 0.02333727150495543}",30,6,17.612211782890107,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 0}",1
187,False,"{'a': 0.6, 'e': 0.02287052607485632}",25,11,25.43058625657893,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.6, 'e': 0.022413115553359196}",20,0,28.20724487005626,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
189,False,"{'a': 0.6, 'e': 0.021964853242292012}",30,0,34.40976885009994,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
190,False,"{'a': 0.6, 'e': 0.02152555617744617}",20,11,16.495640898827855,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.6, 'e': 0.021095045053897248}",25,18,10.88064201883127,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.6, 'e': 0.020673144152819303}",20,6,22.59852218568599,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.6, 'e': 0.02025968126976292}",25,3,2.1860540585989243,"{0: 20, 1: 0, 2: 1, 3: 1, 4: 0}",1
194,False,"{'a': 0.6, 'e': 0.01985448764436766}",20,15,10.590708168948906,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
195,False,"{'a': 0.6, 'e': 0.019457397891480308}",30,12,25.08716004416886,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.6, 'e': 0.0190682499336507}",30,20,17.201640206718253,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 0.6, 'e': 0.018686884934977686}",25,15,-25.817264225204983,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
198,False,"{'a': 0.6, 'e': 0.01831314723627813}",20,9,8.620333070473166,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.6, 'e': 0.017946884291552567}",20,16,8.936601693487358,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.6, 'e': 0.017587946605721515}",20,9,20.529799318737034,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.6, 'e': 0.017236187673607083}",20,6,25.53214777137027,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.6, 'e': 0.016891463920134943}",25,14,-9.706004777675094,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
203,False,"{'a': 0.6, 'e': 0.016553634641732245}",25,6,33.67772553255893,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.6, 'e': 0.0162225619488976}",25,5,2.965782657116214,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
205,False,"{'a': 0.6, 'e': 0.015898110709919647}",25,0,31.473209999523018,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
206,False,"{'a': 0.6, 'e': 0.015580148495721254}",25,20,11.396087967069846,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.6, 'e': 0.015268545525806828}",20,5,3.542468625466274,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
208,False,"{'a': 0.6, 'e': 0.014963174615290691}",20,14,10.638632062087648,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
209,False,"{'a': 0.6, 'e': 0.014663911122984877}",30,13,28.457514955636324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.6, 'e': 0.01437063290052518}",20,0,25.937374469019147,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
211,False,"{'a': 0.6, 'e': 0.014083220242514675}",20,11,16.467049351139316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 0.6, 'e': 0.013801555837664382}",25,7,30.891906034153376,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.6, 'e': 0.013525524720911095}",20,13,11.791413602543642,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.6, 'e': 0.013255014226492874}",20,2,29.037442537687006,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.6, 'e': 0.012989913941963017}",20,4,24.035214968961032,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.6, 'e': 0.012730115663123756}",25,5,-10.445758574626776,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
217,False,"{'a': 0.6, 'e': 0.012475513349861281}",25,15,22.09728437148853,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 0.6, 'e': 0.012226003082864055}",20,6,23.755807430284637,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 0.6, 'e': 0.011981483021206774}",20,12,14.658811361000907,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.6, 'e': 0.011741853360782638}",25,3,11.41694735690454,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
221,False,"{'a': 0.6, 'e': 0.011507016293566985}",25,18,15.911639359049099,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
222,False,"{'a': 0.6, 'e': 0.011276875967695645}",20,8,23.090948896360686,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.6, 'e': 0.011051338448341731}",20,4,26.657571194939365,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.6, 'e': 0.010830311679374895}",25,15,14.11775445144293,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.6, 'e': 0.010613705445787398}",25,13,19.300356886901167,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 0.6, 'e': 0.01040143133687165}",25,13,-60.81359115783312,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 2}",1
227,False,"{'a': 0.6, 'e': 0.010193402710134216}",20,16,7.936722699295071,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.6, 'e': 0.009989534655931531}",25,13,23.924165982563796,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",35,23,18.058575926008917,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,18,11.205326961384467,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",25,10,26.919095152279215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,9,24.749584287592537,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,15,9.497630094413415,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,0,29.753407882684435,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
7,True,"{'a': 0, 'e': 0}",25,17,16.43009517788925,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",30,9,26.99950560829448,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,0,28.083440388425327,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
10,True,"{'a': 0, 'e': 0}",25,10,27.111896212809796,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
