trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
16,False,"{'a': 0.7, 'e': 0.1853020188851842}",25,0,-32.67553167761399,"{0: 20, 1: 0, 2: 4, 3: 1, 4: 0}",0
17,False,"{'a': 0.7, 'e': 0.16677181699666577}",20,0,-33.81086380643112,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
18,False,"{'a': 0.7, 'e': 0.1500946352969992}",20,0,-16.688345414982177,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
19,False,"{'a': 0.7, 'e': 0.13508517176729928}",25,0,-82.6398257525224,"{0: 19, 1: 3, 2: 1, 3: 0, 4: 2}",0
20,False,"{'a': 0.7, 'e': 0.12157665459056936}",20,0,-100.52706449520434,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
21,False,"{'a': 0.7, 'e': 0.10941898913151243}",20,4,-23.95229603942948,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
22,False,"{'a': 0.7, 'e': 0.0984770902183612}",35,0,46.492104283540755,"{0: 35, 1: 0, 2: 0, 3: 0, 4: 0}",0
23,False,"{'a': 0.7, 'e': 0.08862938119652508}",35,12,-27.070455268233157,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 1}",1
24,False,"{'a': 0.7, 'e': 0.07976644307687257}",25,7,5.333932595584817,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
25,False,"{'a': 0.7, 'e': 0.07178979876918531}",35,3,-62.395761096441625,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 2}",1
26,False,"{'a': 0.7, 'e': 0.06461081889226679}",20,7,21.5085467816389,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,False,"{'a': 0.7, 'e': 0.05814973700304011}",25,4,13.605852278410651,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
28,False,"{'a': 0.7, 'e': 0.0523347633027361}",30,9,-74.18576879409085,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 2}",1
29,False,"{'a': 0.7, 'e': 0.04710128697246249}",25,19,11.86584297824424,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,False,"{'a': 0.7, 'e': 0.042391158275216244}",25,0,11.749069017129697,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
31,False,"{'a': 0.7, 'e': 0.03815204244769462}",20,0,23.31566138314351,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
32,False,"{'a': 0.7, 'e': 0.03433683820292516}",20,0,10.30667852174381,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
33,False,"{'a': 0.7, 'e': 0.030903154382632643}",20,16,6.706803635484874,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,False,"{'a': 0.7, 'e': 0.02781283894436938}",25,0,-21.24630686297088,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
35,False,"{'a': 0.7, 'e': 0.025031555049932444}",20,0,-55.90712468732732,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 2}",0
36,False,"{'a': 0.7, 'e': 0.0225283995449392}",20,0,-0.5312871611624013,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
37,False,"{'a': 0.7, 'e': 0.020275559590445278}",30,1,-21.556166120937146,"{0: 27, 1: 0, 2: 0, 3: 1, 4: 1}",1
38,False,"{'a': 0.7, 'e': 0.01824800363140075}",20,10,21.26699328706878,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,False,"{'a': 0.7, 'e': 0.016423203268260675}",20,4,16.10416482124738,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
40,False,"{'a': 0.7, 'e': 0.014780882941434608}",25,8,-4.578222869731114,"{0: 15, 1: 0, 2: 1, 3: 1, 4: 0}",1
41,False,"{'a': 0.7, 'e': 0.013302794647291147}",20,3,22.073668605952417,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,False,"{'a': 0.7, 'e': 0.011972515182562033}",25,0,-30.17248941735983,"{0: 22, 1: 0, 2: 2, 3: 0, 4: 1}",0
43,False,"{'a': 0.7, 'e': 0.01077526366430583}",20,2,29.363605150872026,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,False,"{'a': 0.7, 'e': 0.009697737297875247}",20,0,19.701872376266106,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1,True,"{'a': 0, 'e': 0}",35,21,24.1838060099644,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,0,-79.7441381010588,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 2}",0
3,True,"{'a': 0, 'e': 0}",20,0,-17.037263184922494,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
4,True,"{'a': 0, 'e': 0}",20,0,12.209448995806566,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
5,True,"{'a': 0, 'e': 0}",25,0,34.14288311277522,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
6,True,"{'a': 0, 'e': 0}",25,8,-20.34285834284855,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
7,True,"{'a': 0, 'e': 0}",25,0,-5.271677631540985,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
8,True,"{'a': 0, 'e': 0}",25,0,-11.876677144984587,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
9,True,"{'a': 0, 'e': 0}",25,5,9.874812322420269,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",30,0,-28.073768055427497,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
