trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.5, 'e': 0.8546084452128195}",20,0,-65.43695597262928,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
184,False,"{'a': 0.5, 'e': 0.8530467829390963}",20,0,-167.6971909536103,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 3}",0
185,False,"{'a': 0.5, 'e': 0.8514774432500848}",20,0,-166.3095381593018,"{0: 8, 1: 4, 2: 4, 3: 2, 4: 2}",0
186,False,"{'a': 0.5, 'e': 0.8499004402698315}",20,0,-92.34501783975357,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
187,False,"{'a': 0.5, 'e': 0.8483157881913526}",20,0,-153.53547596312288,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
188,False,"{'a': 0.5, 'e': 0.846723501276506}",25,0,-260.70169878553105,"{0: 8, 1: 4, 2: 9, 3: 0, 4: 4}",0
189,False,"{'a': 0.5, 'e': 0.8451235938558634}",20,0,-52.50257352824342,"{0: 13, 1: 5, 2: 0, 3: 2, 4: 0}",0
190,False,"{'a': 0.5, 'e': 0.8435160803285807}",25,0,-61.071668928120296,"{0: 18, 1: 4, 2: 2, 3: 0, 4: 1}",0
191,False,"{'a': 0.5, 'e': 0.8419009751622687}",25,0,-161.9227485248078,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 3}",0
192,False,"{'a': 0.5, 'e': 0.8402782928928632}",20,0,-77.60411270452575,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
193,False,"{'a': 0.5, 'e': 0.8386480481244933}",25,0,-131.34054945772544,"{0: 12, 1: 2, 2: 8, 3: 3, 4: 0}",0
194,False,"{'a': 0.5, 'e': 0.8370102555293514}",25,0,-259.7142293190552,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 5}",0
195,False,"{'a': 0.5, 'e': 0.8353649298475595}",25,0,-60.695883897455886,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
196,False,"{'a': 0.5, 'e': 0.8337120858870376}",20,14,-9.516779139332735,"{0: 4, 1: 1, 2: 1, 3: 0, 4: 0}",1
197,False,"{'a': 0.5, 'e': 0.8320517385233703}",25,0,-60.96196379013225,"{0: 19, 1: 3, 2: 1, 3: 1, 4: 1}",0
198,False,"{'a': 0.5, 'e': 0.8303839026996727}",25,0,-131.54362032481316,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
199,False,"{'a': 0.5, 'e': 0.8287085934264558}",20,0,-90.67388080222793,"{0: 12, 1: 3, 2: 3, 3: 1, 4: 1}",0
200,False,"{'a': 0.5, 'e': 0.8270258257814919}",20,0,-119.63699194178335,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
201,False,"{'a': 0.5, 'e': 0.8253356149096783}",20,0,-48.7523858222961,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
202,False,"{'a': 0.5, 'e': 0.8236379760229016}",35,0,-153.17524911797165,"{0: 25, 1: 1, 2: 6, 3: 0, 4: 3}",0
203,False,"{'a': 0.5, 'e': 0.8219329243999002}",20,0,-58.07044918482373,"{0: 16, 1: 1, 2: 1, 3: 1, 4: 1}",0
204,False,"{'a': 0.5, 'e': 0.8202204753861273}",25,11,-55.43080788797439,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 1}",1
205,False,"{'a': 0.5, 'e': 0.8185006443936125}",25,0,-69.04268674596932,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
206,False,"{'a': 0.5, 'e': 0.8167734469008229}",20,0,-182.04787511814223,"{0: 9, 1: 3, 2: 4, 3: 1, 4: 3}",0
207,False,"{'a': 0.5, 'e': 0.8150388984525244}",20,0,-90.47106079425092,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
208,False,"{'a': 0.5, 'e': 0.8132970146596414}",35,9,-82.11104583498441,"{0: 19, 1: 2, 2: 2, 3: 2, 4: 1}",1
209,False,"{'a': 0.5, 'e': 0.8115478111991162}",30,0,-267.3150281446643,"{0: 16, 1: 2, 2: 5, 3: 3, 4: 4}",0
210,False,"{'a': 0.5, 'e': 0.8097913038137682}",20,8,-54.32084123463998,"{0: 8, 1: 1, 2: 2, 3: 0, 4: 1}",1
211,False,"{'a': 0.5, 'e': 0.8080275083121519}",30,0,-44.84784648222933,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
212,False,"{'a': 0.5, 'e': 0.806256440568415}",20,0,-89.90280523585615,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
213,False,"{'a': 0.5, 'e': 0.8044781165221552}",20,0,-68.87940549456114,"{0: 15, 1: 0, 2: 3, 3: 1, 4: 1}",0
214,False,"{'a': 0.5, 'e': 0.802692552178277}",25,0,-159.80190242614088,"{0: 14, 1: 2, 2: 5, 3: 2, 4: 2}",0
215,False,"{'a': 0.5, 'e': 0.8008997636068472}",25,0,-53.90910069372747,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
216,False,"{'a': 0.5, 'e': 0.7990997669429512}",25,0,-171.40082392248715,"{0: 15, 1: 2, 2: 4, 3: 1, 4: 3}",0
217,False,"{'a': 0.5, 'e': 0.7972925783865464}",20,0,-119.46725656705686,"{0: 10, 1: 5, 2: 2, 3: 2, 4: 1}",0
218,False,"{'a': 0.5, 'e': 0.795478214202318}",25,3,-181.68320379381558,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 4}",1
219,False,"{'a': 0.5, 'e': 0.7936566907195313}",30,1,-191.93262688015767,"{0: 18, 1: 1, 2: 5, 3: 2, 4: 3}",1
220,False,"{'a': 0.5, 'e': 0.7918280243318853}",25,0,-67.91863283802972,"{0: 19, 1: 2, 2: 2, 3: 1, 4: 1}",0
221,False,"{'a': 0.5, 'e': 0.7899922314973651}",30,0,-1.081427023969182,"{0: 26, 1: 3, 2: 0, 3: 1, 4: 0}",0
222,False,"{'a': 0.5, 'e': 0.7881493287380938}",20,0,-62.27724733104952,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
223,False,"{'a': 0.5, 'e': 0.786299332640184}",25,6,-69.14694667983845,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 1}",1
224,False,"{'a': 0.5, 'e': 0.7844422598535878}",20,0,-85.65779671294213,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
225,False,"{'a': 0.5, 'e': 0.7825781270919481}",20,0,-62.542667923068045,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
226,False,"{'a': 0.5, 'e': 0.7807069511324468}",20,0,-68.3805418329185,"{0: 14, 1: 2, 2: 1, 3: 3, 4: 0}",0
227,False,"{'a': 0.5, 'e': 0.7788287488156552}",25,0,-138.2335548891752,"{0: 16, 1: 0, 2: 6, 3: 1, 4: 2}",0
228,False,"{'a': 0.5, 'e': 0.7769435370453813}",25,13,-6.326681071184079,"{0: 9, 1: 2, 2: 1, 3: 0, 4: 0}",1
229,False,"{'a': 0.5, 'e': 0.7750513327885183}",25,14,-26.993867154121432,"{0: 7, 1: 0, 2: 4, 3: 0, 4: 0}",1
230,False,"{'a': 0.5, 'e': 0.7731521530748919}",20,0,-48.613412270488105,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
231,False,"{'a': 0.5, 'e': 0.7712460149971065}",20,4,-50.233521061062,"{0: 9, 1: 3, 2: 3, 3: 1, 4: 0}",1
232,False,"{'a': 0.5, 'e': 0.7693329357103922}",20,0,-125.40388107177517,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
233,False,"{'a': 0.5, 'e': 0.7674129324324493}",30,8,-101.22036889170447,"{0: 12, 1: 3, 2: 6, 3: 0, 4: 1}",1
234,False,"{'a': 0.5, 'e': 0.7654860224432947}",20,15,4.930957205658546,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.5, 'e': 0.7635522230851051}",20,3,-43.115186874066076,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 1}",1
236,False,"{'a': 0.5, 'e': 0.7616115517620617}",30,0,-177.397220402792,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
237,False,"{'a': 0.5, 'e': 0.7596640259401933}",30,4,-30.795213612447387,"{0: 19, 1: 4, 2: 2, 3: 1, 4: 0}",1
238,False,"{'a': 0.5, 'e': 0.7577096631472192}",25,0,-62.09753743130247,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
239,False,"{'a': 0.5, 'e': 0.7557484809723913}",25,0,-42.07263880624198,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
240,False,"{'a': 0.5, 'e': 0.753780497066336}",25,9,-150.32020989194615,"{0: 8, 1: 2, 2: 3, 3: 0, 4: 3}",1
241,False,"{'a': 0.5, 'e': 0.7518057291408949}",20,13,2.96426878969244,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.5, 'e': 0.7498241949689665}",20,14,11.614490903458513,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.5, 'e': 0.7478359123843445}",20,12,14.532125311262842,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 0.5, 'e': 0.745840899281559}",35,20,-27.52543120630211,"{0: 10, 1: 1, 2: 4, 3: 0, 4: 0}",1
245,False,"{'a': 0.5, 'e': 0.7438391736157144}",30,0,-161.17690107044163,"{0: 19, 1: 1, 2: 6, 3: 2, 4: 2}",0
246,False,"{'a': 0.5, 'e': 0.7418307534023282}",20,8,-27.516270899104498,"{0: 8, 1: 2, 2: 1, 3: 1, 4: 0}",1
247,False,"{'a': 0.5, 'e': 0.7398156567171686}",25,0,-216.84413119743405,"{0: 14, 1: 4, 2: 1, 3: 2, 4: 4}",0
248,False,"{'a': 0.5, 'e': 0.7377939016960925}",20,12,12.549492975495339,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.5, 'e': 0.7357655065348812}",35,19,-5.953652777166783,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
250,False,"{'a': 0.5, 'e': 0.7337304894890774}",20,6,-49.801548626787564,"{0: 9, 1: 1, 2: 2, 3: 2, 4: 0}",1
251,False,"{'a': 0.5, 'e': 0.7316888688738209}",20,0,-57.31727923938926,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
252,False,"{'a': 0.5, 'e': 0.7296406630636835}",20,11,-23.153911089000385,"{0: 7, 1: 0, 2: 1, 3: 1, 4: 0}",1
253,False,"{'a': 0.5, 'e': 0.7275858904925034}",25,0,-93.26739393566851,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
254,False,"{'a': 0.5, 'e': 0.7255245696532203}",25,5,-69.82719194964369,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",1
255,False,"{'a': 0.5, 'e': 0.7234567190977075}",20,0,-77.90908811227952,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
256,False,"{'a': 0.5, 'e': 0.7213823574366063}",20,0,-53.55943305165742,"{0: 13, 1: 1, 2: 5, 3: 1, 4: 0}",0
257,False,"{'a': 0.5, 'e': 0.7193015033391573}",25,1,-94.22423048413474,"{0: 17, 1: 3, 2: 2, 3: 0, 4: 2}",1
258,False,"{'a': 0.5, 'e': 0.7172141755330337}",20,0,-61.78524099812085,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
259,False,"{'a': 0.5, 'e': 0.7151203928041714}",20,0,-82.46045251116888,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
260,False,"{'a': 0.5, 'e': 0.7130201739966009}",25,18,-34.634909035626535,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 1}",1
261,False,"{'a': 0.5, 'e': 0.7109135380122773}",25,2,-108.99180829216931,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 3}",1
262,False,"{'a': 0.5, 'e': 0.7088005038109104}",25,0,-126.72018013031706,"{0: 12, 1: 3, 2: 9, 3: 0, 4: 1}",0
263,False,"{'a': 0.5, 'e': 0.7066810904097934}",30,0,-187.76590630495505,"{0: 17, 1: 3, 2: 4, 3: 4, 4: 2}",0
264,False,"{'a': 0.5, 'e': 0.7045553168836329}",20,15,9.263472950920937,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.5, 'e': 0.7024232023643763}",30,7,-32.98750762050131,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 0}",1
266,False,"{'a': 0.5, 'e': 0.7002847660410396}",25,4,-24.07672190620842,"{0: 16, 1: 3, 2: 1, 3: 1, 4: 0}",1
267,False,"{'a': 0.5, 'e': 0.6981400271595356}",25,0,-16.75977516321409,"{0: 20, 1: 2, 2: 3, 3: 0, 4: 0}",0
268,False,"{'a': 0.5, 'e': 0.6959890050224995}",25,0,-98.23976424927567,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
269,False,"{'a': 0.5, 'e': 0.6938317189891162}",25,0,-88.98470856873573,"{0: 20, 1: 1, 2: 1, 3: 1, 4: 2}",0
270,False,"{'a': 0.5, 'e': 0.6916681884749454}",25,0,-87.51139880727331,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
271,False,"{'a': 0.5, 'e': 0.689498432951747}",30,1,-151.470107878786,"{0: 14, 1: 4, 2: 9, 3: 1, 4: 1}",1
272,False,"{'a': 0.5, 'e': 0.6873224719473061}",30,0,-52.329298608073096,"{0: 24, 1: 2, 2: 2, 3: 1, 4: 1}",0
273,False,"{'a': 0.5, 'e': 0.6851403250452572}",20,0,-95.91531926032619,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
274,False,"{'a': 0.5, 'e': 0.6829520118849075}",20,0,-21.333728135049583,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
275,False,"{'a': 0.5, 'e': 0.6807575521610608}",30,0,-28.881250519279675,"{0: 22, 1: 5, 2: 3, 3: 0, 4: 0}",0
276,False,"{'a': 0.5, 'e': 0.6785569656238398}",20,12,13.21124424596319,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.5, 'e': 0.6763502720785084}",30,0,-99.75651493986959,"{0: 22, 1: 1, 2: 4, 3: 2, 4: 1}",0
278,False,"{'a': 0.5, 'e': 0.6741374913852938}",20,15,4.3673418949737375,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
279,False,"{'a': 0.5, 'e': 0.671918643459207}",30,16,-44.76708655583743,"{0: 10, 1: 0, 2: 2, 3: 2, 4: 0}",1
280,False,"{'a': 0.5, 'e': 0.6696937482698646}",20,14,7.349039879844442,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
281,False,"{'a': 0.5, 'e': 0.6674628258413081}",20,2,-85.25207335948623,"{0: 12, 1: 2, 2: 1, 3: 2, 4: 1}",1
282,False,"{'a': 0.5, 'e': 0.6652258962518245}",20,0,-66.54016024262083,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
283,False,"{'a': 0.5, 'e': 0.6629829796337648}",20,5,-34.36520618164203,"{0: 11, 1: 0, 2: 3, 3: 1, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.6607340961733636}",20,3,-73.57137314395311,"{0: 12, 1: 0, 2: 3, 3: 1, 4: 1}",1
285,False,"{'a': 0.5, 'e': 0.6584792661105568}",20,12,5.36654467989703,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.6562185097387998}",20,0,-93.87348046551969,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
287,False,"{'a': 0.5, 'e': 0.6539518474048844}",20,0,-145.52586998222517,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
288,False,"{'a': 0.5, 'e': 0.6516792995087568}",25,0,-184.62135197818003,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
289,False,"{'a': 0.5, 'e': 0.6494008865033323}",20,0,-103.19332082509773,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
290,False,"{'a': 0.5, 'e': 0.6471166288943128}",35,20,-14.12259183428756,"{0: 12, 1: 1, 2: 1, 3: 1, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.6448265472400012}",25,1,-69.39908475779609,"{0: 19, 1: 2, 2: 1, 3: 0, 4: 2}",1
292,False,"{'a': 0.5, 'e': 0.6425306621511171}",25,0,-44.525119714957846,"{0: 18, 1: 2, 2: 4, 3: 1, 4: 0}",0
293,False,"{'a': 0.5, 'e': 0.6402289942906106}",20,0,-39.218356804746186,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
294,False,"{'a': 0.5, 'e': 0.6379215643734771}",25,0,-29.10458262693268,"{0: 19, 1: 0, 2: 6, 3: 0, 4: 0}",0
295,False,"{'a': 0.5, 'e': 0.6356083931665703}",20,11,-8.76302747717268,"{0: 7, 1: 0, 2: 2, 3: 0, 4: 0}",1
296,False,"{'a': 0.5, 'e': 0.6332895014884152}",25,16,-65.58089375619242,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 2}",1
297,False,"{'a': 0.5, 'e': 0.6309649102090216}",30,9,-39.73342258110474,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 1}",1
298,False,"{'a': 0.5, 'e': 0.628634640249695}",25,14,-31.42397161260443,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
299,False,"{'a': 0.5, 'e': 0.6262987125828494}",25,0,-85.9858914753789,"{0: 16, 1: 5, 2: 2, 3: 1, 4: 1}",0
300,False,"{'a': 0.5, 'e': 0.6239571482318181}",20,0,-61.5233537769641,"{0: 13, 1: 2, 2: 3, 3: 2, 4: 0}",0
301,False,"{'a': 0.5, 'e': 0.6216099682706644}",25,3,-131.77521713443912,"{0: 11, 1: 4, 2: 3, 3: 3, 4: 1}",1
302,False,"{'a': 0.5, 'e': 0.6192571938239922}",20,8,3.350936238283465,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.5, 'e': 0.6168988460667556}",25,0,-143.56810396931348,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
304,False,"{'a': 0.5, 'e': 0.6145349462240683}",25,0,-101.92701043021017,"{0: 19, 1: 1, 2: 2, 3: 1, 4: 2}",0
305,False,"{'a': 0.5, 'e': 0.6121655155710133}",20,0,-122.90462493604768,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
306,False,"{'a': 0.5, 'e': 0.6097905754324501}",25,0,-122.28632951862167,"{0: 19, 1: 1, 2: 2, 3: 0, 4: 3}",0
307,False,"{'a': 0.5, 'e': 0.6074101471828242}",20,0,-38.40459913820918,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
308,False,"{'a': 0.5, 'e': 0.6050242522459737}",25,0,-42.80725836320699,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
309,False,"{'a': 0.5, 'e': 0.6026329120949367}",20,0,-75.02745607039074,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
310,False,"{'a': 0.5, 'e': 0.6002361482517589}",20,0,-26.75450606384095,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
311,False,"{'a': 0.5, 'e': 0.5978339822872982}",30,0,-51.33697699003923,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
312,False,"{'a': 0.5, 'e': 0.5954264358210324}",20,16,6.635697855417229,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.5, 'e': 0.5930135305208633}",20,0,-68.38771239869843,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
314,False,"{'a': 0.5, 'e': 0.5905952881029224}",20,0,-23.00829873668183,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
315,False,"{'a': 0.5, 'e': 0.588171730331375}",30,21,2.053586925385271,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
316,False,"{'a': 0.5, 'e': 0.5857428790182249}",30,0,-41.56526574070683,"{0: 25, 1: 1, 2: 3, 3: 0, 4: 1}",0
317,False,"{'a': 0.5, 'e': 0.5833087560231173}",20,0,-118.26591353413637,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
318,False,"{'a': 0.5, 'e': 0.5808693832531429}",30,2,-41.4723402316159,"{0: 22, 1: 3, 2: 1, 3: 2, 4: 0}",1
319,False,"{'a': 0.5, 'e': 0.57842478266264}",20,11,-11.781719426284457,"{0: 7, 1: 1, 2: 0, 3: 1, 4: 0}",1
320,False,"{'a': 0.5, 'e': 0.5759749762529975}",25,9,-68.87776339749723,"{0: 10, 1: 1, 2: 2, 3: 3, 4: 0}",1
321,False,"{'a': 0.5, 'e': 0.5735199860724567}",30,0,-20.760277377614848,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
322,False,"{'a': 0.5, 'e': 0.5710598342159123}",25,14,9.779118917390198,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
323,False,"{'a': 0.5, 'e': 0.5685945428247148}",20,14,-3.8334417684093722,"{0: 4, 1: 2, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.5661241340864698}",30,0,-51.51342954962073,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 1}",0
325,False,"{'a': 0.5, 'e': 0.5636486302348394}",20,0,-41.34265350956966,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
326,False,"{'a': 0.5, 'e': 0.5611680535493414}",30,0,-80.56378209223658,"{0: 24, 1: 2, 2: 2, 3: 0, 4: 2}",0
327,False,"{'a': 0.5, 'e': 0.5586824263551494}",20,1,1.2398057490596859,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 0}",1
328,False,"{'a': 0.5, 'e': 0.5561917710228914}",25,7,-26.59233974456079,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 0}",1
329,False,"{'a': 0.5, 'e': 0.5536961099684484}",20,16,5.977130393865127,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.5, 'e': 0.5511954656527531}",20,4,-1.7400125612744066,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
331,False,"{'a': 0.5, 'e': 0.5486898605815875}",20,4,-68.48681281275972,"{0: 11, 1: 1, 2: 2, 3: 1, 4: 1}",1
332,False,"{'a': 0.5, 'e': 0.5461793173053804}",25,1,-87.2724188747128,"{0: 19, 1: 1, 2: 1, 3: 1, 4: 2}",1
333,False,"{'a': 0.5, 'e': 0.5436638584190042}",25,0,-47.459945639978805,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
334,False,"{'a': 0.5, 'e': 0.5411435065615721}",25,0,-59.85979138050426,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",0
335,False,"{'a': 0.5, 'e': 0.5386182844162335}",30,9,-3.019680732723967,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
336,False,"{'a': 0.5, 'e': 0.5360882147099707}",35,9,-64.14352112797843,"{0: 19, 1: 3, 2: 2, 3: 1, 4: 1}",1
337,False,"{'a': 0.5, 'e': 0.5335533202133944}",20,4,-42.18892170685422,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 1}",1
338,False,"{'a': 0.5, 'e': 0.5310136237405374}",20,0,-46.54024080512698,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
339,False,"{'a': 0.5, 'e': 0.5284691481486513}",20,10,-7.930758251725129,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.525919916337999}",20,0,-38.536942630332426,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
341,False,"{'a': 0.5, 'e': 0.5233659512516495}",20,0,-85.89026190737556,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
342,False,"{'a': 0.5, 'e': 0.5208072758752714}",25,0,-50.764672171939786,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
343,False,"{'a': 0.5, 'e': 0.5182439132369261}",30,7,-95.77127546305411,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 2}",1
344,False,"{'a': 0.5, 'e': 0.5156758864068598}",25,0,-82.31023577584337,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
345,False,"{'a': 0.5, 'e': 0.5131032184972965}",25,5,-0.994607258782396,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.5105259326622302}",30,14,-20.79012461817795,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 1}",1
347,False,"{'a': 0.5, 'e': 0.507944052097216}",25,7,-62.72310864411306,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 1}",1
348,False,"{'a': 0.5, 'e': 0.5053576000391616}",20,0,-29.990677509099662,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
349,False,"{'a': 0.5, 'e': 0.5027665997661179}",30,15,-38.76165483679219,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 0}",1
350,False,"{'a': 0.5, 'e': 0.5001710745970701}",25,13,-1.9449079056145255,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
351,False,"{'a': 0.5, 'e': 0.49757104789172696}",30,6,-73.1027750135783,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 1}",1
352,False,"{'a': 0.5, 'e': 0.4949665430503115}",25,0,18.387484594934463,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
353,False,"{'a': 0.5, 'e': 0.4923575835133495}",30,17,-1.3369333914530703,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.4897441927614595}",20,15,2.391156908696127,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
355,False,"{'a': 0.5, 'e': 0.48712639431514015}",20,12,-69.06591443244068,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 2}",1
356,False,"{'a': 0.5, 'e': 0.48450421173456026}",30,22,4.98018417295419,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.481877668619345}",20,0,-11.065054012824222,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.47924678860836506}",20,14,1.2375176301070896,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
359,False,"{'a': 0.5, 'e': 0.47661159537952236}",20,0,-28.243067316539673,"{0: 16, 1: 0, 2: 3, 3: 1, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.4739721126495385}",20,8,-2.385974131569076,"{0: 9, 1: 3, 2: 0, 3: 0, 4: 0}",1
361,False,"{'a': 0.5, 'e': 0.47132836417373997}",30,22,14.251501875384108,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.4686803737458455}",30,8,-55.58734823552206,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 1}",1
363,False,"{'a': 0.5, 'e': 0.46602816519775075}",30,4,-68.64648660611236,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 2}",1
364,False,"{'a': 0.5, 'e': 0.4633717623993151}",25,0,-66.81230781831563,"{0: 21, 1: 1, 2: 1, 3: 0, 4: 2}",0
365,False,"{'a': 0.5, 'e': 0.46071118925814536}",20,0,-64.57384537839467,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.45804646971938234}",20,9,-2.084724887342735,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
