trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
56,False,"{'a': 0.6, 'e': 0.05656162735025291}",25,0,-7.8814935368140056,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
57,False,"{'a': 0.6, 'e': 0.053733545982740265}",20,2,-18.03274427000435,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
58,False,"{'a': 0.6, 'e': 0.05104686868360325}",20,0,4.008888240994147,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
59,False,"{'a': 0.6, 'e': 0.04849452524942309}",20,2,30.332189850431043,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
60,False,"{'a': 0.6, 'e': 0.04606979898695193}",25,0,24.38297487366073,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
61,False,"{'a': 0.6, 'e': 0.04376630903760433}",20,3,19.888578755502188,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
62,False,"{'a': 0.6, 'e': 0.041577993585724116}",30,10,32.81681981175587,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
63,False,"{'a': 0.6, 'e': 0.03949909390643791}",20,11,9.302100607043139,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
64,False,"{'a': 0.6, 'e': 0.03752413921111601}",20,0,10.80126016411778,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
65,False,"{'a': 0.6, 'e': 0.03564793225056021}",20,0,23.829706636967845,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
66,False,"{'a': 0.6, 'e': 0.0338655356380322}",25,9,26.093133840423242,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
67,False,"{'a': 0.6, 'e': 0.032172258856130585}",20,6,22.535060122597265,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
68,False,"{'a': 0.6, 'e': 0.030563645913324056}",25,11,22.792111477174533,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
69,False,"{'a': 0.6, 'e': 0.029035463617657853}",20,0,2.616255312373749,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
70,False,"{'a': 0.6, 'e': 0.027583690436774957}",20,0,12.23579783608836,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
71,False,"{'a': 0.6, 'e': 0.02620450591493621}",20,6,18.902833354813446,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
72,False,"{'a': 0.6, 'e': 0.0248942806191894}",20,0,7.447010909170016,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
73,False,"{'a': 0.6, 'e': 0.023649566588229927}",25,5,34.31397517677948,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
74,False,"{'a': 0.6, 'e': 0.022467088258818428}",25,8,18.73972164275992,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
75,False,"{'a': 0.6, 'e': 0.021343733845877507}",25,4,-1.7080555612650556,"{0: 18, 1: 2, 2: 0, 3: 1, 4: 0}",1
76,False,"{'a': 0.6, 'e': 0.02027654715358363}",25,7,18.791822534178312,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
77,False,"{'a': 0.6, 'e': 0.019262719795904448}",30,18,12.738064860524764,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
78,False,"{'a': 0.6, 'e': 0.018299583806109226}",20,15,10.975997053910621,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
79,False,"{'a': 0.6, 'e': 0.017384604615803764}",20,6,18.179564633954993,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
80,False,"{'a': 0.6, 'e': 0.016515374385013576}",25,5,21.07329113387699,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
81,False,"{'a': 0.6, 'e': 0.015689605665762895}",20,6,-36.782466161829575,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 1}",1
82,False,"{'a': 0.6, 'e': 0.01490512538247475}",20,12,12.258964518720653,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
83,False,"{'a': 0.6, 'e': 0.014159869113351011}",30,16,16.030671385065304,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
84,False,"{'a': 0.6, 'e': 0.01345187565768346}",25,13,17.024984463086433,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
85,False,"{'a': 0.6, 'e': 0.012779281874799287}",20,11,15.449813210712547,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.6, 'e': 0.012140317781059323}",20,13,13.925391949694447,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
87,False,"{'a': 0.6, 'e': 0.011533301892006355}",25,9,28.333168371049368,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
88,False,"{'a': 0.6, 'e': 0.010956636797406038}",25,6,4.594772393655549,"{0: 17, 1: 1, 2: 0, 3: 1, 4: 0}",1
89,False,"{'a': 0.6, 'e': 0.010408804957535735}",20,6,22.5211654445713,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
90,False,"{'a': 0.6, 'e': 0.009888364709658948}",25,10,-36.21205449583988,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 1}",1
1,True,"{'a': 0, 'e': 0}",25,15,15.146904191648893,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,10,18.555754565750867,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",35,10,38.58622056408638,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,12,-27.55624896735726,"{0: 6, 1: 0, 2: 0, 3: 2, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",30,10,30.058369017311673,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,9.456391214778979,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,8,-18.38284821438599,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 1}",1
8,True,"{'a': 0, 'e': 0}",20,6,25.89037139035738,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,1,-22.687929150416924,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,0,31.09348999093757,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
